代码	名称	公告时间	类型	公告内容
000532	华金资本	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.45亿元至1.85亿元，同比上升95.95%至150.00%，每股收益约0.4206元至0.5367元，扣非净利润约1.365亿元至1.77亿元，同比上升107.89%至169.57%
000541	佛山照明	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约4亿元至4.7亿元，同比上升37.76%至61.87%，每股收益约0.2605元至0.306元，扣非净利润约6700万元至1.005亿元，同比下降63.43%至75.62%
000554	泰山石油	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约8500万元至1.1亿元，同比上升144.00%至215.00%，每股收益约0.18元至0.23元，扣非净利润约9000万元至1.15亿元，同比上升124.00%至186.00%
000560	我爱我家	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约7000万元至1亿元，每股收益约0.0297元至0.0425元，扣非净利润约4700万元至7000万元
000561	烽火电子	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1.68亿元至-1.18亿元，同比下降325.44%至420.97%，每股收益约-0.278元至-0.195元，扣非净利润约-1.89亿元至-1.39亿元，同比下降661.00%至862.80%
000609	*ST中迪	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-3亿元至-2亿元，营业收入约3.05亿元至3.06亿元，每股收益约-1元至-0.67元，扣非净利润约-2.8亿元至-1.8亿元
000636	风华高科	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约3.05亿元至3.65亿元，同比上升75.81%至110.40%，每股收益约0.27元至0.32元，扣非净利润约3.15亿元至3.75亿元，同比上升109.37%至149.25%
000656	*ST金科	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-285亿元至-205亿元，营业收入约260亿元至290亿元，每股收益约-5.38元至-3.87元，扣非净利润约-260亿元至-180亿元
000751	锌业股份	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约2000万元至3000万元，同比下降66.33%至77.56%，每股收益约0.012元至0.019元，扣非净利润约1800万元至2800万元，同比下降61.83%至75.46%
000799	酒鬼酒	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约1000万元至1500万元，同比下降97.26%至98.17%，每股收益约0.0308元至0.0462元，扣非净利润约500万元至750万元，同比下降98.61%至99.07%
000822	山东海化	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约3000万元至4300万元，同比下降95.88%至97.13%，每股收益约0.03元至0.05元，扣非净利润约-4200万元至-3000万元
000829	天音控股	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约2800万元至3600万元，同比下降56.97%至66.53%，营业收入约840亿元至860亿元，同比下降9.31%至11.42%，每股收益约0.0273元至0.0351元，净利润约4600万元至5500万元，同比下降46.73%至55.45%，扣非净利润约-1.1亿元至-9300万元，同比下降634.65%至732.38%
000850	华茂股份	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约2.5亿元至3.3亿元，同比上升80.63%至138.43%，每股收益约0.27元至0.357元，扣非净利润约6000万元至8500万元，同比上升96.27%至178.05%
000860	顺鑫农业	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约1.9亿元至2.6亿元，每股收益约0.2561元至0.3505元，扣非净利润约2亿元至2.7亿元
000876	新 希 望	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约4.5亿元至5.5亿元，同比上升80.58%至120.71%，每股收益约0.09元至0.11元，扣非净利润约5.4亿元至6.4亿元，同比上升111.72%至113.89%
000906	浙商中拓	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约2.75亿元至4.1亿元，同比下降40.00%至60.00%，每股收益约0.31元至0.5元，扣非净利润约-2.12亿元至-7700万元，同比下降114.00%至139.00%
000928	中钢国际	2025-01-24	业绩快报	2024年1-12月快报披露，营业总收入176.2亿元，归属净利润8.088亿元，基本每股收益0.5637元
000936	华西股份	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.15亿元至1.45亿元，同比上升58.85%至100.30%，每股收益约0.13元至0.16元，扣非净利润约1.11亿元至1.41亿元，同比上升59.65%至102.80%
000972	中基健康	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.5亿元至-1.5亿元，同比下降238.58%至330.97%，营业收入约2.98亿元至3.5亿元，同比下降39.21%至48.24%，每股收益约-0.32元至-0.19元，扣非净利润约-3.3亿元至-2.3亿元，同比下降696.47%至955.80%
000995	皇台酒业	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约2500万元至3300万元，同比上升266.56%至319.86%，每股收益约0.14元至0.19元，扣非净利润约850万元至1250万元，同比上升241.98%至308.80%
002005	ST德豪	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2亿元至-1.35亿元，同比上升12.51%至40.95%，营业收入约7亿元至7.8亿元，每股收益约-0.1141元至-0.077元，扣非净利润约-1.18亿元至-8000万元，同比上升61.62%至73.98%
002019	亿帆医药	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约3.76亿元至5.2亿元，每股收益约0.31元至0.43元，扣非净利润约2.38亿元至3.56亿元
002032	苏 泊 尔	2025-01-24	业绩预告	预计2024年1-12月业绩略增，归属净利润约22.3亿元至22.6亿元，同比上升2.30%至3.68%，营业收入约224.3亿元，同比上升5.27%，每股收益约2.8元至2.84元，扣非净利润约20.5亿元至20.8亿元，同比上升2.78%至4.29%
002041	登海种业	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约5632万元至8448万元，同比下降66.97%至77.98%，每股收益约0.064元至0.096元，扣非净利润约-2868万元至-52万元，同比下降100.29%至116.17%
002058	威尔泰	2025-01-24	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-2400万元至-1600万元，营业收入约1.4亿元至1.75亿元，每股收益约-0.167元至-0.112元，扣非净利润约-2400万元至-1600万元
002079	苏州固锝	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约6103万元至9154万元，同比下降40.28%至60.19%，每股收益约0.0758元至0.1137元，扣非净利润约4777万元至7166万元，同比下降48.10%至65.40%
002094	青岛金王	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约3500万元至5000万元，同比上升235.81%至379.73%，每股收益约0.0507元至0.0724元，扣非净利润约2000万元至3000万元
002115	三维通信	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3亿元至-2亿元，营业收入约90亿元至130亿元，每股收益约-0.3727元至-0.2484元，扣非净利润约-3.3亿元至-2.2亿元
002123	梦网科技	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约4600万元至5500万元，每股收益约0.05元至0.07元，扣非净利润约2000万元至2900万元
002137	实益达	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-4000万元至-2000万元，同比下降291.23%至482.46%，营业收入约5.8亿元至6.2亿元，每股收益约-0.0693元至-0.0346元，扣非净利润约900万元至1350万元，同比下降39.34%至59.56%
002144	宏达高科	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约2200万元至2800万元，同比下降65.96%至73.25%，每股收益约0.1245元至0.1584元，扣非净利润约1700万元至2300万元，同比下降68.48%至76.71%
002146	荣盛发展	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-95亿元至-72亿元，每股收益约-2.18元至-1.66元，扣非净利润约-91.15亿元至-68.15亿元
002150	通润装备	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.624亿元至2.415亿元，同比上升152.30%至275.13%，每股收益约0.46元至0.68元，扣非净利润约1.538亿元至2.287亿元，同比上升179.19%至315.12%
002153	石基信息	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-2.2亿元至-1.4亿元，同比下降33.81%至110.28%，营业收入约25亿元至37亿元，每股收益约-0.0806元至-0.0513元，扣非净利润约-2.6亿元至-1.5亿元，同比下降22.98%至113.16%
002162	悦心健康	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1.65亿元至-1.35亿元，营业收入约11亿元至13亿元，每股收益约-0.18元至-0.15元，扣非净利润约-1.9亿元至-1.6亿元
002185	华天科技	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约5.5亿元至6.3亿元，同比上升143.02%至178.36%，每股收益约0.1716元至0.1966元，扣非净利润约2500万元至3600万元
002208	合肥城建	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-5300万元至-3600万元，同比下降116.41%至124.16%，每股收益约-0.07元至-0.04元，扣非净利润约-8900万元至-7200万元，同比下降135.95%至144.43%
002213	大为股份	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-5700万元至-4200万元，同比上升14.45%至36.96%，每股收益约-0.2414元至-0.1779元，扣非净利润约-6400万元至-4900万元，同比上升5.36%至27.54%
002231	奥维通信	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-4500万元至-3200万元，营业收入约4.5亿元至5.2亿元，每股收益约-0.1297元至-0.0923元，扣非净利润约-5040万元至-3740万元
002240	盛新锂能	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-6.9亿元至-5.5亿元，同比下降178.32%至198.26%，每股收益约-0.76元至-0.61元，扣非净利润约-8.5亿元至-7.1亿元，同比下降661.61%至772.35%
002310	*ST东园	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-37.6亿元至-31.3亿元，营业收入约6.9亿元至9亿元，每股收益约-0.63元至-0.52元，扣非净利润约-61.9亿元至-49.5亿元
002366	融发核电	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2100万元至-1100万元，同比下降105.39%至110.30%，每股收益约-0.0101元至-0.0053元，扣非净利润约-3900万元至-2300万元，同比-2.76%至39.40%
002373	千方科技	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-12.8亿元至-10.3亿元，每股收益约-0.81元至-0.65元，扣非净利润约-11.5亿元至-9.5亿元
002395	双象股份	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约4.5亿元至5.2亿元，同比上升714.97%至841.74%，每股收益约1.678元至1.939元，扣非净利润约1亿元至1.4亿元，同比上升122.08%至210.91%
002403	爱仕达	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约1097万元至1642万元，每股收益约0.03元至0.05元，扣非净利润约-4808万元至-2404万元
002459	晶澳科技	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-52亿元至-45亿元，每股收益约-1.58元至-1.37元，扣非净利润约-48.6亿元至-41.6亿元
002463	沪电股份	2025-01-24	业绩快报	2024年1-12月快报披露，营业总收入133.4亿元，归属净利润25.87亿元，基本每股收益1.352元
002466	天齐锂业	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-82亿元至-71亿元，每股收益约-5元至-4.33元，扣非净利润约-82亿元至-71亿元
002471	中超控股	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2000万元至-1000万元，每股收益约-0.0157元至-0.0078元，扣非净利润约-4500万元至-3500万元，同比下降24.01%至59.44%
002494	华斯股份	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约1600万元至2400万元，同比上升223.06%至284.60%，每股收益约0.0424元至0.0636元，扣非净利润约1500万元至2250万元，同比上升206.13%至259.20%
002495	佳隆股份	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约1900万元至2800万元，每股收益约0.0205元至0.0302元，扣非净利润约1820万元至2720万元
002520	日发精机	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-8.9亿元至-6亿元，同比上升1.43%至33.55%，每股收益约-1.13元至-0.76元，扣非净利润约-9.3亿元至-6.4亿元，同比上升1.11%至31.95%
002544	普天科技	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约950万元至1400万元，同比下降60.67%至73.31%，每股收益约0.01元至0.02元，扣非净利润约-1000万元至-500万元，同比上升44.07%至72.04%
002550	千红制药	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约3.2亿元至3.8亿元，同比上升75.96%至108.95%，每股收益约0.25元至0.3元，扣非净利润约2.5亿元至3亿元，同比上升74.24%至109.09%
002572	索菲亚	2025-01-24	业绩预告	预计2024年1-12月业绩略增，归属净利润约13.24亿元至14.5亿元，同比上升5.00%至15.00%，营业收入约105亿元至116.7亿元，同比下降0.00%至10.00%，每股收益约1.38元至1.51元，扣非净利润约10.21亿元至11.35亿元，同比下降0.00%至10.00%
002574	明牌珠宝	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约2000万元至3000万元，同比下降81.14%至87.43%，每股收益约0.04元至0.06元，扣非净利润约-1.5亿元至-1.4亿元，同比下降350.79%至368.71%
002582	好想你	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-7500万元至-5200万元，每股收益约-0.17元至-0.12元，扣非净利润约-8500万元至-6200万元
002629	仁智股份	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约1050万元至1550万元，每股收益约0.024元至0.036元，扣非净利润约900万元至1350万元
002637	赞宇科技	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.5亿元至1.9亿元，同比上升70.68%至116.20%，每股收益约0.35元至0.44元，扣非净利润约1.05亿元至1.45亿元，同比上升185.06%至293.65%
002642	荣联科技	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约2000万元至3000万元，每股收益约0.03元至0.05元，扣非净利润约0.00元至700万元
002646	天佑德酒	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约3583万元至4479万元，同比下降50.00%至60.00%，每股收益约0.0748元至0.0935元，扣非净利润约3196万元至4092万元，同比下降51.82%至62.37%
002647	*ST仁东	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-11.5亿元至-7.7亿元，每股收益约-2.05元至-1.38元，扣非净利润约-1.65亿元至-1.1亿元
002654	万润科技	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约5000万元至7500万元，同比上升10.50%至65.75%，每股收益约0.06元至0.09元，扣非净利润约2000万元至3000万元，同比上升116.84%至125.26%
002678	珠江钢琴	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.5亿元至-1.93亿元，同比下降3383.14%至4352.77%，每股收益约-0.18元至-0.14元，扣非净利润约-2.49亿元至-1.92亿元，同比下降315.56%至438.94%
002683	广东宏大	2025-01-24	业绩预告	预计2024年1-12月业绩略增，归属净利润约8.6亿元至9.2亿元，同比上升20.11%至28.49%，每股收益约1.138元至1.217元，扣非净利润约8.1亿元至8.7亿元，同比上升20.82%至29.77%
002696	百洋股份	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1500万元至-800万元，同比上升45.64%至71.01%，每股收益约-0.04元至-0.02元，扣非净利润约-2500万元至-1800万元，同比上升36.54%至54.31%
002703	浙江世宝	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.4亿元至1.65亿元，同比上升81.34%至113.72%，每股收益约0.17元至0.2元，扣非净利润约1.3亿元至1.55亿元，同比上升101.94%至140.78%
002708	光洋股份	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约4500万元至6300万元，同比上升138.48%至153.87%，每股收益约0.0801元至0.1121元，扣非净利润约3600万元至5400万元，同比上升123.54%至135.32%
002723	小崧股份	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-2.5亿元至-1.7亿元，每股收益约-0.7861元至-0.5346元，扣非净利润约-2.4亿元至-1.65亿元
002724	海洋王	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1.6亿元至-1.15亿元，每股收益约-0.2074元至-0.1491元，扣非净利润约-2.03亿元至-1.57亿元
002777	久远银海	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约6600万元至7800万元，同比下降53.55%至60.69%，每股收益约0.16元至0.19元，扣非净利润约4600万元至5600万元，同比下降58.48%至65.89%
002782	可立克	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约2.2亿元至2.5亿元，同比上升93.08%至119.41%，每股收益约0.4505元至0.5119元，扣非净利润约2.07亿元至2.37亿元，同比上升32.27%至51.44%
002785	万里石	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-6100万元至-4700万元，每股收益约-0.27元至-0.21元，扣非净利润约-6400万元至-5000万元
002841	视源股份	2025-01-24	业绩快报	2024年1-12月快报披露，营业总收入224.6亿元，归属净利润9.717亿元，基本每股收益1.41元
002846	英联股份	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-4200万元至-3000万元，营业收入约20亿元至21亿元，同比上升14.45%至20.18%，每股收益约-0.1元至-0.0714元，扣非净利润约-4700万元至-3500万元
002868	绿康生化	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-3.9亿元至-3.4亿元，同比下降53.28%至75.82%，营业收入约6.4亿元至6.5亿元，每股收益约-2.51元至-2.19元，扣非净利润约-3.95亿元至-3.45亿元，同比下降49.49%至71.16%
002907	华森制药	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约5600万元至8100万元，同比上升71.26%至147.71%，每股收益约0.1341元至0.194元，扣非净利润约4000万元至5700万元，同比上升92.88%至174.86%
002926	华西证券	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约6.4亿元至8.1亿元，同比上升50.61%至90.61%，每股收益约0.24元至0.31元，扣非净利润约6.2亿元至7.9亿元，同比上升41.15%至79.86%
002931	锋龙股份	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约400万元至600万元，每股收益约0.02元至0.03元，扣非净利润约280万元至420万元
002961	瑞达期货	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约3.666亿元至3.986亿元，同比上升50.36%至63.49%，每股收益约0.82元至0.9元，扣非净利润约3.597亿元至3.917亿元，同比上升56.99%至70.96%
002984	森麒麟	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约21亿元至23.6亿元，同比上升53.45%至72.45%，每股收益约2.03元至2.28元，扣非净利润约20.4亿元至23亿元，同比上升56.37%至76.30%
003015	日久光电	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约6000万元至7500万元，每股收益约0.22元至0.28元，扣非净利润约5400万元至6900万元
003029	吉大正元	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1.4亿元至-1.1亿元，每股收益约-0.72元至-0.57元，扣非净利润约-1.45亿元至-1.15亿元
200488	ST晨鸣B	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-75亿元至-65亿元，每股收益约-2.56元至-2.21元，扣非净利润约-75.5亿元至-65.5亿元
200541	粤照明Ｂ	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约4亿元至4.7亿元，同比上升37.76%至61.87%，每股收益约0.2605元至0.306元，扣非净利润约6700万元至1.005亿元，同比下降63.43%至75.62%
300003	乐普医疗	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约2.65亿元至3.95亿元，同比下降68.61%至78.94%，扣非净利润约2.35亿元至3.5亿元，同比下降68.84%至79.08%
300013	*ST新宁	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-7500万元至-5500万元，营业收入约4.7亿元至4.9亿元，扣非净利润约-8900万元至-6900万元
300016	北陆药业	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约950万元至1250万元，营业收入约9.5亿元至10.5亿元，同比上升6.66%至17.88%，扣非净利润约950万元至1250万元
300020	*ST银江	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-9.6亿元至-7.1亿元，同比下降203.00%至310.00%，营业收入约5亿元至6亿元，扣非净利润约-9.64亿元至-7.14亿元，同比下降197.00%至301.00%
300022	吉峰科技	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3200万元至-2400万元，同比下降243.00%至290.00%，扣非净利润约-2180万元至-1500万元，同比下降216.00%至268.00%
300024	机器人	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.85亿元至-1.7亿元，扣非净利润约-3.85亿元至-2.5亿元
300027	华谊兄弟	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2.96亿元至-1.97亿元，扣非净利润约-3.86亿元至-2.87亿元
300031	宝通科技	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.962亿元至2.551亿元，同比上升85.00%至140.50%，扣非净利润约2.208亿元至2.871亿元，同比上升41.59%至84.07%
300032	金龙机电	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1.6亿元至-1.07亿元，扣非净利润约-1.5亿元至-1亿元
300036	超图软件	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2亿元至-1亿元，营业收入约14亿元至15亿元，扣非净利润约-3.2亿元至-2.2亿元
300055	万邦达	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约3100万元至3700万元，扣非净利润约-2630万元至-2030万元
300065	海兰信	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约680万元至1000万元，扣非净利润约-3000万元至-2000万元
300066	三川智慧	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约5500万元至8000万元，同比下降66.66%至77.08%，扣非净利润约-2200万元至-1500万元，同比下降113.94%至120.44%
300068	南都电源	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-15.6亿元至-12亿元，营业收入约84亿元至95亿元，扣非净利润约-17.6亿元至-14亿元
300069	金利华电	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约2550万元至3650万元，同比上升232.85%至376.44%，每股收益约0.22元至0.31元，扣非净利润约2300万元至3400万元
300070	碧水源	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约4800万元至6000万元，同比下降92.15%至93.72%，扣非净利润约2400万元至3600万元，同比下降91.42%至94.28%
300072	海新能科	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-11亿元至-7.7亿元，营业收入约20亿元至28亿元，扣非净利润约-11亿元至-7.7亿元
300075	数字政通	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3.98亿元至-3.12亿元，扣非净利润约-4.236亿元至-3.376亿元
300084	海默科技	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.3亿元至-1.9亿元，扣非净利润约-2.35亿元至-1.95亿元
300091	金通灵	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-14亿元至-9.5亿元，扣非净利润约-9.5亿元至-6.5亿元
300093	金刚光伏	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-7.6亿元至-6.2亿元，营业收入约1.4亿元至1.5亿元，扣非净利润约-7.6亿元至-6.2亿元
300097	ST智云	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2亿元至-1亿元，营业收入约3.6亿元至4.6亿元，扣非净利润约-1.945亿元至-9725万元
300110	华仁药业	2025-01-24	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-13.8亿元至-11.8亿元，同比下降727.45%至833.80%，扣非净利润约-13.9亿元至-11.9亿元，同比下降814.28%至934.33%
300120	经纬辉开	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约2080万元至3100万元，扣非净利润约1080万元至2100万元
300122	智飞生物	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约18.56亿元至26.63亿元，同比下降67.00%至77.00%，扣非净利润约18.21亿元至26.12亿元，同比下降67.00%至77.00%
300139	晓程科技	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约3500万元至5000万元，扣非净利润约2100万元至3100万元
300144	宋城演艺	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约9.3亿元至12亿元，营业收入约23亿元至25亿元，扣非净利润约9.1亿元至11.8亿元
300146	汤臣倍健	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约5.5亿元至7.8亿元，同比下降55.33%至68.51%，扣非净利润约5亿元至7.5亿元，同比下降53.04%至68.69%
300149	睿智医药	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2.5亿元至-1.93亿元，扣非净利润约-2.6亿元至-2亿元
300150	世纪瑞尔	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约2800万元至4100万元，扣非净利润约2500万元至3700万元
300162	雷曼光电	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-9800万元至-7800万元，营业收入约12.42亿元至12.6亿元，扣非净利润约-1.16亿元至-9600万元
300165	ST天瑞	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-9500万元至-6500万元，扣非净利润约-9800万元至-6800万元
300169	天晟新材	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-5900万元至-4200万元，营业收入约5.1亿元至5.6亿元，扣非净利润约-6100万元至-4400万元
300171	东富龙	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约1.85亿元至2.35亿元，同比下降60.85%至69.18%，扣非净利润约1.05亿元至1.55亿元，同比下降72.17%至81.15%
300173	福能东方	2025-01-24	业绩预告	预计2024年1-12月业绩略增，归属净利润约7200万元至9000万元，同比上升2.65%至28.32%，营业收入约12.5亿元至13.5亿元，扣非净利润约3200万元至4100万元，同比上升504.16%至674.08%
300177	中海达	2025-01-24	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-3000万元至-1500万元，营业收入约12.5亿元至13亿元，扣非净利润约-7500万元至-6000万元
300180	华峰超纤	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约7000万元至9000万元，同比上升130.25%至138.90%，扣非净利润约2000万元至4000万元，同比上升106.27%至112.55%
300184	力源信息	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约9500万元至1.1亿元，同比上升43.17%至65.78%，扣非净利润约8200万元至9700万元，同比上升51.41%至79.11%
300189	神农种业	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-5800万元至-4400万元，营业收入约1.35亿元至1.75亿元，扣非净利润约-5350万元至-3950万元
300190	维尔利	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-7.5亿元至-6亿元，扣非净利润约-8.4亿元至-6.9亿元
300195	长荣股份	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约1270万元至1900万元，同比下降53.33%至68.80%，扣非净利润约200万元至300万元，同比上升107.03%至110.55%
300209	*ST有树	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约1507万元至2082万元，同比上升103.00%至104.00%，营业收入约3.46亿元至4.037亿元，扣非净利润约-1.834亿元至-1.375亿元，同比上升59.00%至70.00%
300212	易华录	2025-01-24	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-28.91亿元至-24.54亿元，营业收入约4.4亿元至5.5亿元，扣非净利润约-28.81亿元至-24.44亿元
300218	安利股份	2025-01-24	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.9亿元至2亿元，同比上升168.27%至182.39%，扣非净利润约1.9亿元至2亿元，同比上升156.55%至170.05%
300222	科大智能	2025-01-24	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约6400万元至8100万元，扣非净利润约1400万元至2100万元
300224	正海磁材	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约8000万元至1亿元，同比下降77.65%至82.12%，扣非净利润约5100万元至7100万元，同比下降81.55%至86.75%
300234	开尔新材	2025-01-24	业绩预告	预计2024年1-12月业绩预减，归属净利润约1500万元至2250万元，同比下降69.75%至79.83%，扣非净利润约-1200万元至-800万元
