代码	名称	公告时间	类型	公告内容
000028	国药一致	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约5.61亿元至7.6亿元，同比下降52.48%至64.92%，每股收益约1.01元至1.37元，扣非净利润约4.97亿元至6.96亿元，同比下降54.59%至67.58%
000056	皇庭国际	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-6.8亿元至-5.5亿元，每股收益约-0.6元至-0.48元，扣非净利润约-5.5亿元至-3亿元
000058	深 赛 格	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约4120万元，同比下降54.46%，每股收益约0.0335元，扣非净利润约2950万元，同比上升138.25%
000068	华控赛格	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约1000万元至1480万元，同比下降97.74%至98.47%，每股收益约0.0099元至0.0147元，扣非净利润约-1.1亿元至-9000万元，同比上升47.79%至57.29%
000089	深圳机场	2025-01-18	业绩预告	预计2024年1-12月业绩略增，归属净利润约3.998亿元至4.438亿元，同比上升0.78%至11.88%，每股收益约0.195元至0.2164元，扣非净利润约2.961亿元至3.561亿元，同比上升289.24%至327.59%
000421	南京公用	2025-01-18	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约3900万元至5600万元，同比上升143.20%至162.03%，每股收益约0.0677元至0.0972元，扣非净利润约4600万元至6500万元，同比上升143.49%至161.46%
000423	东阿阿胶	2025-01-18	业绩预告	预计2024年1-12月业绩略增，归属净利润约15亿元至16亿元，同比上升30.00%至39.00%，每股收益约2.33元至2.49元，扣非净利润约14亿元至15亿元，同比上升29.00%至39.00%
000537	中绿电	2025-01-18	业绩预告	预计2024年1-12月业绩略增，归属净利润约9.579亿元至10.59亿元，同比上升4.17%至15.13%，每股收益约0.48元至0.53元，扣非净利润约8.578亿元至9.481亿元，同比-6.53%至3.30%
000551	创元科技	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约2.174亿元至2.64亿元，同比上升40.00%至70.00%，每股收益约0.542元至0.6581元，扣非净利润约1.883亿元至2.26亿元，同比上升50.00%至80.00%
000555	神州信息	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-5.5亿元至-4亿元，每股收益约-0.5775元至-0.42元，扣非净利润约-5.6亿元至-4.3亿元
000629	钒钛股份	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2.6亿元至3亿元，同比下降71.64%至75.42%，每股收益约0.028元至0.0323元，扣非净利润约2.3亿元至2.7亿元，同比下降74.22%至78.04%
000635	英 力 特	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-5.08亿元，同比上升23.93%，营业收入约18.46亿元，每股收益约-1.67元，扣非净利润约-5.13亿元，同比上升29.12%
000637	茂化实华	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-9000万元至-6000万元，同比上升29.60%至53.06%，每股收益约-0.173元至-0.115元，扣非净利润约-2亿元至-1.4亿元，同比下降6.47%至52.09%
000670	盈方微	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-7200万元至-4800万元，每股收益约-0.0882元至-0.0588元，扣非净利润约-7340万元至-4940万元
000691	亚太实业	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-1.381亿元至-1.002亿元，同比-32.47%至3.93%，每股收益约-0.4273元至-0.3099元，扣非净利润约-1.409亿元至-1.022亿元，同比-34.52%至2.45%
000705	浙江震元	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2613万元至3658万元，同比下降55.20%至68.00%，每股收益约0.08元至0.11元，扣非净利润约2034万元至2847万元，同比下降63.60%至74.00%
000712	锦龙股份	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1.114亿元至-5760万元，同比上升71.00%至85.00%，营业收入约6.1亿元至7.6亿元，每股收益约-0.12元至-0.06元，扣非净利润约-8810万元至-4770万元，同比上升76.00%至87.00%
000721	西安饮食	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-1.35亿元至-1.05亿元，同比-14.49%至10.95%，营业收入约6.2亿元至7.3亿元，每股收益约-0.2352元至-0.183元，扣非净利润约-1.46亿元至-1.15亿元，同比-17.13%至7.74%
000757	浩物股份	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2800万元至-1400万元，营业收入约35.03亿元，每股收益约-0.04元至-0.02元，扣非净利润约-5000万元至-3000万元
000759	中百集团	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-6.13亿元至-4.33亿元，每股收益约-0.9元至-0.64元，扣非净利润约-6.27亿元至-4.47亿元
000796	凯撒旅业	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1亿元至-8000万元，同比下降113.17%至116.46%，营业收入约6亿元至7.5亿元，每股收益约-0.064元至-0.0512元，扣非净利润约-1.1亿元至-9000万元，同比上升68.60%至74.31%
000810	创维数字	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2.1亿元至2.9亿元，同比下降51.83%至65.12%，每股收益约0.18元至0.25元，扣非净利润约1.65亿元至2.45亿元，同比下降56.13%至70.46%
000815	美利云	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-5.3亿元至-4.9亿元，每股收益约-0.76元至-0.7元，扣非净利润约1800万元至2400万元
000831	中国稀土	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3.574亿元至-2.674亿元，每股收益约-0.3367元至-0.2519元，扣非净利润约-1.901亿元至-1.351亿元
000859	国风新材	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-8000万元至-6000万元，每股收益约-0.089元至-0.067元，扣非净利润约-9000万元至-7000万元
000881	中广核技	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-4.2亿元至-2.9亿元，每股收益约-0.4442元至-0.3067元，扣非净利润约-6.4亿元至-4.5亿元
000892	欢瑞世纪	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2亿元，同比上升49.64%，营业收入约3.8亿元，每股收益约-0.21元，扣非净利润约-1.946亿元，同比上升42.18%
000912	泸天化	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约6500万元至9000万元，同比下降40.02%至56.68%，每股收益约0.041元至0.057元，扣非净利润约-3500万元至-1000万元，同比下降119.28%至167.49%
000929	兰州黄河	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-1亿元至-8500万元，同比下降81.93%至114.04%，营业收入约1.85亿元至2.15亿元，每股收益约-0.5383元至-0.4576元，扣非净利润约-9575万元至-8075万元，同比下降116.47%至156.68%
000952	广济药业	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-2.99亿元至-2.7亿元，同比下降92.52%至113.19%，营业收入约6.2亿元至6.5亿元，每股收益约-0.8546元至-0.7717元，扣非净利润约-3.13亿元至-2.84亿元，同比下降94.14%至113.96%
001212	中旗新材	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约3250万元至4015万元，同比下降49.46%至59.09%，每股收益约0.27元至0.34元，扣非净利润约2900万元至3655万元，同比下降52.06%至61.96%
001300	三柏硕	2025-01-18	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约2000万元至2800万元，每股收益约0.082元至0.1149元，扣非净利润约800万元至1800万元
001309	德明利	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约3.4亿元至4亿元，同比上升1260.08%至1500.10%，营业收入约45亿元至50亿元，同比上升153.39%至181.55%，每股收益约2.3元至2.71元，扣非净利润约2.94亿元至3.54亿元，同比上升1868.31%至2270.00%
001331	胜通能源	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1980万元至-1170万元，同比上升50.00%至70.00%，每股收益约-0.0982元至-0.058元，扣非净利润约-1890万元至-1080万元，同比上升59.00%至76.00%
001389	广合科技	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约6.3亿元至6.9亿元，同比上升51.92%至66.39%，每股收益约1.53元至1.67元，扣非净利润约6.25亿元至6.85亿元，同比上升43.57%至57.36%
002004	华邦健康	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3.1亿元至-2.17亿元，同比下降171.83%至202.61%，每股收益约-0.157元至-0.1099元，扣非净利润约-3.5亿元至-2.57亿元，同比下降205.73%至243.99%
002028	思源电气	2025-01-18	业绩快报	2024年1-12月快报披露，营业总收入154.6亿元，归属净利润20.87亿元，基本每股收益2.69元
002047	宝鹰股份	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-8.302亿元至-6.327亿元，每股收益约-0.55元至-0.42元，扣非净利润约-7.773亿元至-5.797亿元
002069	獐子岛	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-480万元至-240万元，同比下降127.95%至155.89%，每股收益约-0.0067元至-0.0034元，扣非净利润约-9800万元至-9000万元，同比下降2639.29%至2865.00%
002072	凯瑞德	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-260万元至-140万元，每股收益约-0.0071元至-0.0038元，扣非净利润约-310万元至-190万元
002095	生 意 宝	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3000万元至-1500万元，同比下降178.53%至257.06%，每股收益约-0.12元至-0.06元，扣非净利润约-5000万元至-2500万元，同比下降467.80%至835.61%
002109	兴化股份	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-4亿元至-3.2亿元，每股收益约-0.3134元至-0.2507元，扣非净利润约-4亿元至-3.2亿元
002116	中国海诚	2025-01-18	业绩快报	2024年1-12月快报披露，营业总收入68.22亿元，归属净利润3.361亿元，基本每股收益0.73元
002127	南极电商	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.5亿元至-1.9亿元，营业收入约32亿元至35亿元，每股收益约-0.1018元至-0.0774元，扣非净利润约-2.9亿元至-2.3亿元
002131	利欧股份	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.8亿元至-2.4亿元，每股收益约-0.0413元至-0.0354元，扣非净利润约1.7亿元至2亿元，同比上升209.34%至263.93%
002163	海南发展	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-4.6亿元至-3.6亿元，每股收益约-0.54元至-0.43元，扣非净利润约-4.7亿元至-3.7亿元
002168	ST惠程	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1.8亿元至-1.3亿元，营业收入约2亿元至2.9亿元，每股收益约-0.2295元至-0.1658元，扣非净利润约-1.9亿元至-1.4亿元
002169	智光电气	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-3.5亿元至-2.5亿元，每股收益约-0.4545元至-0.3246元，扣非净利润约-3.7亿元至-2.7亿元
002184	海得控制	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1.9亿元至-1.4亿元，同比下降219.35%至261.97%，每股收益约-0.5399元至-0.3978元，扣非净利润约-2.2亿元至-1.7亿元，同比下降268.84%至318.49%
002189	中光学	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-4.1亿元至-3.5亿元，每股收益约-1.57元至-1.34元，扣非净利润约-4.25亿元至-3.65亿元
002195	岩山科技	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2800万元至4200万元，同比下降87.34%至91.56%，每股收益约0.0049元至0.0074元，扣非净利润约1200万元至1800万元，同比下降93.76%至95.84%
002199	东晶电子	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-9000万元至-6000万元，营业收入约1.7亿元至2.4亿元，每股收益约-0.37元至-0.25元，扣非净利润约-9600万元至-6500万元
002209	达 意 隆	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约6500万元至8500万元，同比上升39.42%至82.31%，每股收益约0.3266元至0.4271元，扣非净利润约6700万元至8700万元，同比上升151.22%至226.21%
002211	宏达新材	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-4500万元至-3000万元，同比下降2.17%至53.26%，每股收益约-0.1041元至-0.0694元，扣非净利润约-2700万元至-1500万元，同比-9.68%至39.07%
002232	启明信息	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约318.4万元至413.9万元，同比下降85.88%至89.14%，每股收益约0.0078元至0.0101元，扣非净利润约-463.6万元至-368.1万元，同比下降115.99%至120.14%
002234	民和股份	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2.7亿元至-2.2亿元，同比上升30.11%至43.05%，每股收益约-0.77元至-0.63元，扣非净利润约-2.83亿元至-2.33亿元，同比上升29.51%至41.96%
002246	北化股份	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3900万元至-2600万元，每股收益约-0.071元至-0.0474元，扣非净利润约-9000万元至-7000万元
002261	拓维信息	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1.5亿元至-1亿元，每股收益约-0.12元至-0.08元，扣非净利润约-1.55亿元至-1.05亿元
002268	电科网安	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约1.5亿元至1.8亿元，同比下降48.39%至56.99%，每股收益约0.1754元至0.2128元，扣非净利润约9300万元至1.2亿元，同比下降60.19%至69.15%
002271	东方雨虹	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约9865万元至1.475亿元，同比下降93.51%至95.66%，每股收益约0.04元至0.06元，扣非净利润约1.264亿元至1.752亿元，同比下降90.48%至93.14%
002272	川润股份	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-1.4亿元至-1.08亿元，同比下降69.82%至120.14%，每股收益约-0.2938元至-0.2266元，扣非净利润约-1.475亿元至-1.155亿元，同比下降52.10%至94.23%
002279	久其软件	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-1.8亿元至-1.3亿元，营业收入约41亿元至45亿元，同比上升20.17%至31.90%，每股收益约-0.2081元至-0.1503元，扣非净利润约-2亿元至-1.5亿元
002284	亚太股份	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.9亿元至2.2亿元，同比上升95.97%至126.91%，每股收益约0.26元至0.3元，扣非净利润约1.685亿元至1.985亿元，同比上升145.82%至189.59%
002285	世联行	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1.9亿元至-1.3亿元，每股收益约-0.1元至-0.07元，扣非净利润约-2.5亿元至-2亿元
002292	奥飞娱乐	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.9亿元至-2.4亿元，同比下降356.29%至409.69%，每股收益约-0.2元至-0.16元，扣非净利润约-2.9亿元至-2.4亿元，同比下降526.41%至615.24%
002319	乐通股份	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-3000万元至-1500万元，营业收入约3.9亿元至4.5亿元，每股收益约-0.15元至-0.07元，扣非净利润约-3100万元至-1600万元
002324	普利特	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约1.3亿元至1.95亿元，同比下降58.37%至72.24%，每股收益约0.1183元至0.1775元，扣非净利润约1亿元至1.5亿元，同比下降65.36%至76.91%
002362	汉王科技	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1.177亿元至-7767万元，同比上升12.68%至42.36%，每股收益约-0.4814元至-0.3177元，扣非净利润约-1.227亿元至-8267万元，同比上升21.86%至47.34%
002379	宏创控股	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-7541万元至-5806万元，营业收入约33.99亿元至35.73亿元，每股收益约-0.0664元至-0.0511元，扣非净利润约-9500万元至-7314万元
002383	合众思壮	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.5亿元至-1.7亿元，同比下降135.57%至152.30%，每股收益约-0.3377元至-0.2296元，扣非净利润约-2.8亿元至-2亿元，同比-34.43%至3.98%
002391	长青股份	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1亿元至-8000万元，同比下降209.42%至236.77%，每股收益约-0.15元至-0.12元，扣非净利润约-1.1亿元至-9000万元，同比下降204.90%至228.21%
002427	尤夫股份	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-3900万元至-2500万元，每股收益约-0.04元至-0.03元，扣非净利润约-6500万元至-3500万元
002445	中南文化	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约5000万元至6500万元，同比下降49.50%至61.15%，每股收益约0.0209元至0.0272元，扣非净利润约4800万元至6300万元，同比下降17.68%至37.28%
002446	盛路通信	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-7.7亿元至-3.86亿元，每股收益约-0.84元至-0.42元，扣非净利润约-7.85亿元至-3.98亿元
002453	华软科技	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-2.7亿元至-1.9亿元，每股收益约-0.3324元至-0.2339元，扣非净利润约-2.55亿元至-1.75亿元
002465	海格通信	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约3500万元至5200万元，同比下降92.60%至95.02%，每股收益约0.01元至0.02元，扣非净利润约-1亿元至-8000万元，同比下降114.79%至118.48%
002480	新筑股份	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-4.4亿元至-3.75亿元，每股收益约-0.572元至-0.4875元，扣非净利润约-4.576亿元至-3.926亿元
002482	广田集团	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.6亿元至-1.8亿元，营业收入约6亿元至8.5亿元，每股收益约-0.0693元至-0.048元，扣非净利润约-2.585亿元至-1.785亿元
002485	ST雪发	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-1.7亿元至-1.2亿元，每股收益约-0.3125元至-0.2206元，扣非净利润约-8500万元至-6000万元
002527	新时达	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-3.67亿元至-1.85亿元，每股收益约-0.55元至-0.28元，扣非净利润约-4.14亿元至-2.32亿元
002530	金财互联	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2800万元至0.00元，营业收入约11.2亿元至13.1亿元，每股收益约-0.04元，扣非净利润约-4800万元至-2400万元
002547	春兴精工	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2亿元至-1.68亿元，每股收益约-0.1773元至-0.1489元，扣非净利润约-2.89亿元至-2.57亿元
002560	通达股份	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2500万元至3500万元，同比下降57.65%至69.75%，每股收益约0.0476元至0.0666元，扣非净利润约2100万元至3100万元，同比下降59.91%至72.84%
002571	德力股份	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-1.6亿元至-1.25亿元，同比下降46.18%至87.11%，营业收入约17.5亿元至18.8亿元，每股收益约-0.41元至-0.32元，扣非净利润约-1.32亿元至-9700万元，同比下降19.42%至62.52%
002584	西陇科学	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约6500万元至9500万元，同比上升94.92%至184.88%，每股收益约0.11元至0.16元，扣非净利润约6200万元至9200万元，同比上升115.54%至219.83%
002587	奥拓电子	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-4100万元至-2800万元，同比下降303.22%至397.57%，每股收益约-0.06元至-0.04元，扣非净利润约-4300万元至-2900万元，同比下降395.07%至537.52%
002615	哈尔斯	2025-01-18	业绩预告	预计2024年1-12月业绩略增，归属净利润约2.78亿元至3.46亿元，同比上升11.30%至38.52%，每股收益约0.6元至0.75元，扣非净利润约2.736亿元至3.416亿元，同比上升26.82%至58.34%
002624	完美世界	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-13亿元至-11亿元，营业收入约55亿元至56亿元，每股收益约-0.69元至-0.58元，扣非净利润约-13.2亿元至-11.2亿元
002639	雪人股份	2025-01-18	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约3000万元至4500万元，同比上升295.28%至392.93%，每股收益约0.0388元至0.0582元，扣非净利润约1200万元至2700万元，同比上升128.10%至163.22%
002650	ST加加	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-2.5亿元至-1.35亿元，每股收益约-0.226元至-0.122元，扣非净利润约-2.75亿元至-1.6亿元
002669	康达新材	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2.4亿元至-2亿元，每股收益约-0.804元至-0.67元，扣非净利润约-2.826亿元至-2.426亿元
002670	国盛金控	2025-01-18	业绩预告	预计2024年1-12月业绩扭亏，归属净利润约1.4亿元至2亿元，每股收益约0.0723元至0.1034元，扣非净利润约1.3亿元至1.9亿元
002693	双成药业	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-8000万元至-5500万元，同比下降8.39%至57.66%，营业收入约1.5亿元至1.9亿元，每股收益约-0.1932元至-0.1329元，扣非净利润约-8337万元至-5837万元，同比下降141.79%至245.36%
002702	海欣食品	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-4200万元至-2800万元，同比下降1333.43%至1950.14%，每股收益约-0.076元至-0.0506元，扣非净利润约-4400万元至-3200万元，同比下降168.78%至269.57%
002727	一心堂	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约1亿元至1.5亿元，同比下降72.70%至81.80%，每股收益约0.1688元至0.2533元，扣非净利润约2.5亿元至3.5亿元，同比下降52.22%至65.87%
002735	王子新材	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-7500万元至-6500万元，同比下降207.70%至224.27%，每股收益约-0.19元至-0.15元，扣非净利润约-6500万元至-5500万元，同比下降216.94%至238.20%
002737	葵花药业	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约4.4亿元至6.6亿元，同比下降41.03%至60.68%，每股收益约0.75元至1.13元，扣非净利润约3.2亿元至5.5亿元，同比下降45.19%至68.11%
002739	万达电影	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-9.5亿元至-8.5亿元，每股收益约-0.4359元至-0.39元，扣非净利润约-10.7亿元至-9.7亿元
002756	永兴材料	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约10.3亿元至12.3亿元，同比下降63.90%至69.77%，每股收益约1.93元至2.26元，扣非净利润约8.8亿元至10.8亿元，同比下降66.66%至72.83%
002757	南兴股份	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-1.988亿元至-1.213亿元，每股收益约-0.6729元至-0.4105元，扣非净利润约-2.058亿元至-1.312亿元
002813	路畅科技	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-5800万元至-4000万元，营业收入约3.3亿元至3.8亿元，每股收益约-0.49元至-0.33元，扣非净利润约-6000万元至-4200万元
002816	和科达	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-5800万元至-3600万元，营业收入约9000万元至1.1亿元，每股收益约-0.58元至-0.36元，扣非净利润约-6400万元至-4200万元
002823	凯中精密	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约1.36亿元至1.72亿元，同比上升77.27%至124.20%，每股收益约0.44元至0.56元，扣非净利润约1.3亿元至1.66亿元，同比上升59.99%至104.30%
002853	皮阿诺	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-4.1亿元至-3.3亿元，每股收益约-2.2元至-1.77元，扣非净利润约-4.15亿元至-3.35亿元
002883	中设股份	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约1005万元至1500万元，同比下降64.94%至76.51%，每股收益约0.064元至0.096元，扣非净利润约1380万元至1900万元，同比下降52.55%至65.54%
002902	铭普光磁	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-3.5亿元至-2.5亿元，每股收益约-1.52元至-1.09元，扣非净利润约-3.61亿元至-2.61亿元
002909	集泰股份	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约1800万元至2600万元，同比上升75.77%至153.89%，每股收益约0.046元至0.067元，扣非净利润约1500万元至2200万元，同比上升110.04%至208.06%
002915	中欣氟材	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-2亿元至-1.8亿元，营业收入约14亿元至14.2亿元，每股收益约-0.6118元至-0.5506元，扣非净利润约-1.85亿元至-1.665亿元
002925	盈趣科技	2025-01-18	业绩预告	预计2024年1-12月业绩略减，归属净利润约2.253亿元至2.703亿元，同比下降40.00%至50.00%，每股收益约0.3元至0.36元，扣非净利润约1.933亿元至2.32亿元，同比下降40.00%至50.00%
003007	直真科技	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2400万元至3600万元，同比下降53.76%至69.18%，每股收益约0.24元至0.35元，扣非净利润约1800万元至2700万元，同比上升23.73%至85.60%
003030	祖名股份	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-2300万元至-1800万元，同比下降144.49%至156.84%，每股收益约-0.18元至-0.14元，扣非净利润约-2400万元至-1900万元，同比下降149.19%至162.13%
003035	南网能源	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-8000万元至-4000万元，同比下降112.87%至125.75%，每股收益约-0.02元至-0.01元，扣非净利润约-1.14亿元至-7400万元，同比下降124.19%至137.27%
003042	中农联合	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1.36亿元至-1.1亿元，同比上升29.34%至42.85%，每股收益约-0.95元至-0.77元，扣非净利润约-1.412亿元至-1.152亿元，同比上升28.96%至42.04%
200012	南  玻Ｂ	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2.09亿元至3.1亿元，同比下降81.28%至87.38%，每股收益约0.07元至0.1元，扣非净利润约9400万元至1.4亿元，同比下降90.88%至93.88%
200020	深华发Ｂ	2025-01-18	业绩预告	预计2024年1-12月业绩预增，归属净利润约2200万元至3200万元，同比上升64.89%至139.84%，每股收益约0.0777元至0.113元，扣非净利润约2200万元至3200万元，同比上升35.25%至96.73%
200028	一致Ｂ	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约5.61亿元至7.6亿元，同比下降52.48%至64.92%，每股收益约1.01元至1.37元，扣非净利润约4.97亿元至6.96亿元，同比下降54.59%至67.58%
200056	皇庭B	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-6.8亿元至-5.5亿元，每股收益约-0.6元至-0.48元，扣非净利润约-5.5亿元至-3亿元
200058	深赛格B	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约4120万元，同比下降54.46%，每股收益约0.0335元，扣非净利润约2950万元，同比上升138.25%
300006	莱美药业	2025-01-18	业绩预告	预计2024年1-12月业绩增亏，归属净利润约-9800万元至-8300万元，扣非净利润约-1.3亿元至-1.15亿元
300062	中能电气	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-7900万元至-5600万元，同比下降207.27%至251.33%，扣非净利润约-8400万元至-6000万元，同比下降222.04%至270.85%
300077	国民技术	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-2.5亿元至-1.8亿元，扣非净利润约-2.13亿元至-1.43亿元
300199	翰宇药业	2025-01-18	业绩预告	预计2024年1-12月业绩减亏，归属净利润约-1.9亿元至-1.4亿元，扣非净利润约-2.5亿元至-2亿元
300217	东方电热	2025-01-18	业绩预告	预计2024年1-12月业绩预减，归属净利润约2.968亿元至3.726亿元，同比下降42.10%至53.88%，扣非净利润约2.628亿元至3.386亿元，同比下降16.30%至35.03%
300295	三六五网	2025-01-18	业绩预告	预计2024年1-12月业绩续亏，归属净利润约-9750万元至-6500万元，营业收入约1.15亿元至1.5亿元，扣非净利润约-9000万元至-6000万元
300358	楚天科技	2025-01-18	业绩预告	预计2024年1-12月业绩首亏，归属净利润约-4.8亿元至-3.8亿元，扣非净利润约-5.2亿元至-4.2亿元
