"代码","名称","备注","涨幅","时间"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","20.01%","20250924"
"111","****","燃气射钉枪细分领域国内龙头","-0.1%","20250924"
"111","****","公司业务呈现供热和传媒双主业格局，均为运营类现金牛资产","9.97%","20250924"
"111","****","公用事业（燃气、交通、环保）与金融创投齐头并进的投资控股型企","4.79%","20250924"
"111","****","边缘计算网络+数据感知应用可视双轮驱动","1.75%","20250924"
"111","****","计算机信息系统集成、信息技术服务及应用软件开发商","-6.08%","20250924"
"111","****","智算云服务、政府数智化、基建数智化、产业数智化、智慧城市、智","0.91%","20250924"
"111","****","-","-3.68%","20250924"
"111","****","中芯国际是全球第五、中国大陆第一大晶圆代工龙头。全球市占率5","5.03%","20250924"
"111","****","国产AI服务器之光，深度绑定海光信息","2.46%","20250924"
"111","****","智算云服务、政府数智化、基建数智化、产业数智化、智慧城市、智","0.91%","20250924"
"111","****","Coolinside全链条液冷解决方案，深度受益AI液冷浪","-4.46%","20250924"
"111","****","通信PCB全球市占率第二，3.1%。主营印制电路板、封装基板","-3.81%","20250924"
"111","****","Coolinside全链条液冷解决方案，深度受益AI液冷浪","-4.46%","20250924"
"111","****","Coolinside全链条液冷解决方案，深度受益AI液冷浪","-4.46%","20250924"
"111","****","国内较早烟用接装纸、烟标生产商之一，近年通过控股子公司合肥集","2.95%","20250924"
"111","****","悍高集团股份有限公司（股票代码：001221.SZ）是一家成","9.99%","20250924"
"111","****","消费电子稳健增长，通讯、汽车业务高增长打开第二曲线","6.85%","20250924"
"111","****","全球第二大独立气体发生器、全球知名的汽车自动变速器生产商拓展","-9.91%","20250924"
"111","****","已构建起涵盖“主控芯片设计—固件开发—模组封装—制造测试”的","6.67%","20250924"
"111","****","消费电子稳健增长，通讯、汽车业务高增长打开第二曲线","6.85%","20250924"
"111","****","全球电声制造领先企业，掌握优质客户资源","1.23%","20250924"
"111","****","国内冷却塔领军者，有望受益于液冷及氢能红利","-5.73%","20250924"
"111","****","传统信通龙头企业积极转型拥抱算力时代","0.41%","20250924"
"111","****","Coolinside全链条液冷解决方案，深度受益AI液冷浪","-4.46%","20250924"
"111","****","主营工业自动化设备以及精密零部件制造业务，是裸电芯制作和电芯","1.33%","20250924"
"111","****","国产AI服务器之光，深度绑定海光信息","2.46%","20250924"
"111","****","公司业务呈现供热和传媒双主业格局，均为运营类现金牛资产","9.97%","20250924"
"111","****","计算机信息系统集成、信息技术服务及应用软件开发商","-6.08%","20250924"
"111","****","公用事业（燃气、交通、环保）与金融创投齐头并进的投资控股型企","4.79%","20250924"
"111","****","边缘计算网络+数据感知应用可视双轮驱动","1.75%","20250924"
"111","****","智算云服务、政府数智化、基建数智化、产业数智化、智慧城市、智","0.91%","20250924"
"111","****","公司深耕传感器领域，形成覆盖温度、PM2.5、光线及座椅位置","-1.45%","20250924"
"111","****","已形成了“电机+电控+氢燃料电池”的完整产业链，市占率全球领","-1.54%","20250924"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","-9.24%","20250924"
"111","****","成长向好，盈利平稳","-6.07%","20250924"
"111","****","全球第二大独立气体发生器、全球知名的汽车自动变速器生产商拓展","-9.91%","20250924"
"111","****","已构建起涵盖“主控芯片设计—固件开发—模组封装—制造测试”的","6.67%","20250924"
"111","****","悍高集团股份有限公司（股票代码：001221.SZ）是一家成","9.99%","20250924"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","1.98%","20250924"
"111","****","集成电路封装测试服务提供商，深度绑定AMD","10%","20250924"
"111","****","通信PCB全球市占率第二，3.1%。主营印制电路板、封装基板","-3.81%","20250924"
"111","****","公司发货量有望达到40-50GWh","-1.46%","20250926"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.65%","20250926"
"111","****","中国大陆领先的存储芯片设计公司，中小型NOR、NAND闪存市","-4.48%","20250926"
"111","****","和而泰、拓邦股份在智能控制器领域形成双龙头格局。参股摩尔线程","-8.4%","20250926"
"111","****","公用事业（燃气、交通、环保）与金融创投齐头并进的投资控股型企","-9.97%","20250926"
"111","****","智算云服务、政府数智化、基建数智化、产业数智化、智慧城市、智","-7.28%","20250926"
"111","****","UPS亚太地区市占率第三，12%；深度布局数据中心UPS、H","-3.77%","20250926"
"111","****","胜宏科技在AIPCB市场已是全球领军","-4.68%","20250926"
"111","****","4个自建自营的数据中心，运营机柜按标准机柜折算超过57","-5.54%","20250926"
"111","****","公司万向节全球规模领先，传动轴国内规模前三，国内配套市场占有","9.97%","20250926"
"111","****","国内汽车动力传动系统总成和零部件骨干企业，公司投资参股无锡泉","10%","20250926"
"111","****","家用屏蔽泵国内龙头，拓展数据中心液冷泵业务","-10%","20250926"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.98%","20250926"
"111","****","合肥国资委旗下的晶圆代工商，12英寸晶圆代工产能中国大陆第三","16.63%","20250926"
"111","****","公司万向节全球规模领先，传动轴国内规模前三，国内配套市场占有","9.97%","20250926"
"111","****","国内汽车动力传动系统总成和零部件骨干企业，公司投资参股无锡泉","10%","20250926"
"111","****","成长向好，盈利平稳","10%","20250926"
"111","****","洁净室工程行业技术领先龙头，市占率排名第四，6%","10.01%","20250926"
"111","****","2023年海上风电新增装机第一，占比40.9%","9.99%","20250926"
"111","****","化工工程建设领域龙头企业","10.04%","20250926"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-3.28%","20250926"
"111","****","化工工程建设领域龙头企业","10.04%","20250926"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","-0.42%","20250926"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.65%","20250926"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","-3.15%","20250926"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.39%","20250926"
"111","****","半导体硅片市占率第二","-9.99%","20250926"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","-2.64%","20250926"
"111","****","中芯国际是全球第五、中国大陆第一大晶圆代工龙头。全球市占率5","-1.37%","20250926"
"111","****","合肥国资委旗下的晶圆代工商，12英寸晶圆代工产能中国大陆第三","16.63%","20250926"
"111","****","集成电路封装测试服务提供商，深度绑定AMD","-2.81%","20250926"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","-2.7%","20250926"
"111","****","2025年出海销量持续超预期","-0.2%","20250926"
"111","****","2023年海上风电新增装机第一，占比40.9%","9.99%","20250926"
"111","****","国内较早实现规模化生产差别化有色涤纶长丝的企业之一","0.34%","20250926"
"111","****","国内领先的IC载板、半导体测试板供应商","-1.46%","20250926"
"111","****","通信PCB全球市占率第二，3.1%。主营印制电路板、封装基板","-0.94%","20250926"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.65%","20250926"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","-0.42%","20250926"
"111","****","中国大陆领先的存储芯片设计公司，中小型NOR、NAND闪存市","-4.48%","20250926"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","-3.15%","20250926"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.39%","20250926"
"111","****","集成电路封装测试服务提供商，深度绑定AMD","-2.81%","20250926"
"111","****","全球激光打印市场份额第四，业务包含集成电路设计及应用业务","-3.92%","20250926"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","0.48%","20250926"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.5%","20250926"
"111","****","金融机具龙头地位稳固，金融信创+出海战略同步推进","-2.34%","20250926"
"111","****","智慧防务、智慧税务、智慧城市领域整体解决方案的主流服务商","-7.7%","20250926"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","0.48%","20250926"
"111","****","全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制","-2.11%","20250926"
"111","****","人工智能应用领先企业，深度布局AI大模型、AI搜索、AI短剧","-7.48%","20250926"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-5.34%","20250926"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-3.28%","20250926"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-5.61%","20250926"
"111","****","公司电子废物回收市占率第三，无人驾驶清扫车咸宁投入使用","10.09%","20250926"
"111","****","半导体硅片市占率第二","-9.99%","20250926"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-5.34%","20250926"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-5.61%","20250926"
"111","****","全球率先开发800G/1.6T光模块的厂商之一，宽带解决方案","6.55%","20250926"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-3.28%","20250926"
"111","****","全球激光打印市场份额第四，业务包含集成电路设计及应用业务","-3.92%","20250926"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","0.48%","20250926"
"111","****","半导体硅片市占率第二","-9.99%","20250926"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-5.61%","20250926"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","-2.25%","20250926"
"111","****","全球唯一集“光通信系统、光纤光缆、光电子器件”光通信三大战略","-3.4%","20250926"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.27%","20250926"
"111","****","A股唯一华为“鲲鹏/昇腾AI+开源鸿蒙”软硬一体战略合作伙","-5.47%","20250926"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.5%","20250926"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-2.63%","20250926"
"111","****","UPS亚太地区市占率第三，12%；深度布局数据中心UPS、H","-3.77%","20250926"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.5%","20250926"
"111","****","智算云服务、政府数智化、基建数智化、产业数智化、智慧城市、智","-7.28%","20250926"
"111","****","领先的算力基础设施全产业链综合服务商，为腾讯、阿里、金山云等","-3.94%","20250926"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.27%","20250926"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-5.34%","20250926"
"111","****","金融机具龙头地位稳固，金融信创+出海战略同步推进","-2.34%","20250926"
"111","****","交换机、无线产品、云桌面等多个领域市场排名靠前","-5.6%","20250926"
"111","****","公司深耕数通、网通、汽车电子及EMS等产品线，相关产品出","-5.47%","20250926"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-5.61%","20250926"
"111","****","1.6T上量将进一步提升盈利，光模块全球最佳交付者地位不变","-4.81%","20250926"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-5.53%","20250926"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","0.25%","20250926"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.98%","20250926"
"111","****","国产高功率服务器电源龙头企业","-7.21%","20250926"
"111","****","英伟达伟大唯一中国大陆电源供货商","-7.85%","20250926"
"111","****","数据中心柴油发电机组市占率全球第六，7%；内河航运中速柴油机","-4.96%","20250926"
"111","****","数据中心用柴油发电机组市占率国内第三，15%","-6.6%","20250926"
"111","****","先后落地“中国移动扬州智算中心项目”与“中国电信江北仪征智算","-3.58%","20250926"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-3.28%","20250926"
"111","****","A股最大的参股上海微电子的企业，产业园区开发与股权投资并行发","-0.1%","20250926"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","-2.7%","20250926"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","0.48%","20250926"
"111","****","消费电子电池、动力电池、储能电池头部企业","-4.93%","20250926"
"111","****","2021-2024年连续4年储能电池出货量排名全球第一，全","-3.17%","20250926"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","0.25%","20250926"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","-2.25%","20250926"
"111","****","全球唯一集“光通信系统、光纤光缆、光电子器件”光通信三大战略","-3.4%","20250926"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.27%","20250926"
"111","****","A股唯一华为“鲲鹏/昇腾AI+开源鸿蒙”软硬一体战略合作伙","-5.47%","20250926"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.5%","20250926"
"111","****","金融机具龙头地位稳固，金融信创+出海战略同步推进","-2.34%","20250926"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-5.34%","20250926"
"111","****","以太网交换机市场份额31.1%、服务器市场份额12.6%","-5.01%","20250926"
"111","****","全球A1服务器代工市占率第一，35%-40%。全球唯一具备","-5.24%","20250926"
"111","****","中兴通讯在电信市场服务器份额第一，公司拥有全系列服务器产品","-2.9%","20250926"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","-0.42%","20250926"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","-3.65%","20250926"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","-3.15%","20250926"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.39%","20250926"
"111","****","半导体硅片市占率第二","-9.99%","20250926"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","-2.64%","20250926"
"111","****","中芯国际是全球第五、中国大陆第一大晶圆代工龙头。全球市占率5","-1.37%","20250926"
"111","****","合肥国资委旗下的晶圆代工商，12英寸晶圆代工产能中国大陆第三","16.63%","20250926"
"111","****","集成电路封装测试服务提供商，深度绑定AMD","-2.81%","20250926"
"111","****","热管理龙头企业，液冷打造第二成长曲线","-6.44%","20250926"
"111","****","边缘计算、边缘算力调度龙头企业","-3.91%","20250926"
"111","****","工业特种空调领域龙头，深度布局数据中心液冷业务","-6.87%","20250926"
"111","****","主营高速通讯连接器及汽车连接器，已成为连接器模组行业龙头企业","-5.21%","20250926"
"111","****","英伟达液冷测试设备供货商；专业视音频显控技术方案提供商，自研","-2.85%","20250926"
"111","****","高分子材料、热管理系统领先企业，收购东莞兆科布局热界面材料","-7.87%","20250926"
"111","****","UPS亚太地区市占率第三，12%；深度布局数据中心UPS、H","-3.77%","20250926"
"111","****","家用屏蔽泵国内龙头，拓展数据中心液冷泵业务","-10%","20250926"
"111","****","数字基础设施全生命周期绿色解决方案服务商","-6.01%","20250926"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.27%","20250926"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.5%","20250926"
"111","****","全球A1服务器代工市占率第一，35%-40%。全球唯一具备","-5.24%","20250926"
"111","****","1.6T上量将进一步提升盈利，光模块全球最佳交付者地位不变","-4.81%","20250926"
"111","****","铅酸锂电龙头企业，深度受益AI浪潮数据中心业务","-3.2%","20250926"
"111","****","边缘计算、边缘算力调度龙头企业","-3.91%","20250926"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-2.63%","20250926"
"111","****","4个自建自营的数据中心，运营机柜按标准机柜折算超过57","-5.54%","20250926"
"111","****","A股唯一华为“鲲鹏/昇腾AI+开源鸿蒙”软硬一体战略合作伙","-5.47%","20250926"
"111","****","人工智能应用领先企业，深度布局AI大模型、AI搜索、AI短剧","-7.48%","20250926"
"111","****","1.6T上量将进一步提升盈利，光模块全球最佳交付者地位不变","-4.81%","20250926"
"111","****","新型镀锡铜带全球市场占有率排名前十，国内市场占有率排名第一","-3.9%","20250926"
"111","****","高速通信线深度受益英伟达高速铜缆放量","-4.97%","20250926"
"111","****","主营高速通讯连接器及汽车连接器，已成为连接器模组行业龙头企业","-5.21%","20250926"
"111","****","公司高速传输电缆单通道最高传输速率224Gb/s","-5.76%","20250926"
"111","****","中国第一家同时主导制定线缆及连接器国际标准的民营企业","-6.19%","20250926"
"111","****","国产连接器龙头，产品矩阵丰富+产能布局全面","-7.44%","20250926"
"111","****","800G、1.6T模块加速释放","-0.53%","20250926"
"111","****","全球前十大厂商占据光纤光缆市场88.2%的市场份额，其中长飞","-4.7%","20250926"
"111","****","人工智能应用领先企业，深度布局AI大模型、AI搜索、AI短剧","-7.48%","20250926"
"111","****","鼎芯光电建成国内稀缺的IDM激光器芯片工厂，100GEM","-3.28%","20250926"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","-3.28%","20250926"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","0.48%","20250926"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-2.63%","20250926"
"111","****","UPS亚太地区市占率第三，12%；深度布局数据中心UPS、H","-3.77%","20250926"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.5%","20250926"
"111","****","智算云服务、政府数智化、基建数智化、产业数智化、智慧城市、智","-7.28%","20250926"
"111","****","领先的算力基础设施全产业链综合服务商，为腾讯、阿里、金山云等","-3.94%","20250926"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.27%","20250926"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-5.34%","20250926"
"111","****","金融机具龙头地位稳固，金融信创+出海战略同步推进","-2.34%","20250926"
"111","****","交换机、无线产品、云桌面等多个领域市场排名靠前","-5.6%","20250926"
"111","****","公司深耕数通、网通、汽车电子及EMS等产品线，相关产品出","-5.47%","20250926"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-5.61%","20250926"
"111","****","1.6T上量将进一步提升盈利，光模块全球最佳交付者地位不变","-4.81%","20250926"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-5.53%","20250926"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","0.25%","20250926"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.98%","20250926"
"111","****","国产高功率服务器电源龙头企业","-7.21%","20250926"
"111","****","英伟达伟大唯一中国大陆电源供货商","-7.85%","20250926"
"111","****","数据中心柴油发电机组市占率全球第六，7%；内河航运中速柴油机","-4.96%","20250926"
"111","****","数据中心用柴油发电机组市占率国内第三，15%","-6.6%","20250926"
"111","****","先后落地“中国移动扬州智算中心项目”与“中国电信江北仪征智算","-3.58%","20250926"
"111","****","中国建材旗下上市公司，宁夏地区水泥、商品混凝土龙头企业。华鲲","0.15%","20250926"
"111","****","公司半导体设备覆盖品类A股第一，电感性等离子体刻蚀ICP设","-0.19%","20250926"
"111","****","国内探针台龙头","-6.22%","20250926"
"111","****","半导体硅片市占率第二","-9.99%","20250926"
"111","****","集成电路封装测试服务提供商，深度绑定AMD","-2.81%","20250926"
"111","****","2025年9月21日晚公告，公司拟发行股份及支付现金收购兮璞","-13%","20250926"
"111","****","公司测试机和分选机在核心性能指标上已达到国内领先、接近国外先","1.07%","20250926"
"111","****","国内半导体靶材龙头，切入半导体设备零部件领域","4.94%","20250926"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","-2.64%","20250926"
"111","****","和而泰、拓邦股份在智能控制器领域形成双龙头格局。参股摩尔线程","-8.4%","20250926"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","-2.7%","20250926"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-2.63%","20250926"
"111","****","UPS亚太地区市占率第三，12%；深度布局数据中心UPS、H","-3.77%","20250926"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","-4.5%","20250926"
"111","****","智算云服务、政府数智化、基建数智化、产业数智化、智慧城市、智","-7.28%","20250926"
"111","****","领先的算力基础设施全产业链综合服务商，为腾讯、阿里、金山云等","-3.94%","20250926"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","-4.27%","20250926"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","-5.34%","20250926"
"111","****","金融机具龙头地位稳固，金融信创+出海战略同步推进","-2.34%","20250926"
"111","****","交换机、无线产品、云桌面等多个领域市场排名靠前","-5.6%","20250926"
"111","****","公司深耕数通、网通、汽车电子及EMS等产品线，相关产品出","-5.47%","20250926"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-5.61%","20250926"
"111","****","1.6T上量将进一步提升盈利，光模块全球最佳交付者地位不变","-4.81%","20250926"
"111","****","公司连续十八年入选“中国光器件与辅助设备及原材料最具竞争力企","-5.53%","20250926"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","0.25%","20250926"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-9.98%","20250926"
"111","****","国产高功率服务器电源龙头企业","-7.21%","20250926"
"111","****","英伟达伟大唯一中国大陆电源供货商","-7.85%","20250926"
"111","****","数据中心柴油发电机组市占率全球第六，7%；内河航运中速柴油机","-4.96%","20250926"
"111","****","数据中心用柴油发电机组市占率国内第三，15%","-6.6%","20250926"
"111","****","先后落地“中国移动扬州智算中心项目”与“中国电信江北仪征智算","-3.58%","20250926"
"111","****","智能组装、监测设备供货苹果，苹果占公司营收40%；半导体检测","-2.51%","20250926"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","-3.39%","20250926"
"111","****","国内领先的IC载板、半导体测试板供应商","-1.46%","20250926"
"111","****","2025年9月21日晚公告，公司拟发行股份及支付现金收购兮璞","-13%","20250926"
"111","****","半导体硅片市占率第二","-9.99%","20250926"
"111","****","A股最大的参股上海微电子的企业，产业园区开发与股权投资并行发","-0.1%","20250926"
"111","****","公司测试机和分选机在核心性能指标上已达到国内领先、接近国外先","1.07%","20250926"
"111","****","集成电路封装测试服务提供商，深度绑定AMD","-2.81%","20250926"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","-2.64%","20250926"
"111","****","国内半导体靶材龙头，切入半导体设备零部件领域","4.94%","20250926"
"111","****","公司半导体设备覆盖品类A股第一，电感性等离子体刻蚀ICP设","-0.19%","20250926"
"111","****","置入半导体引线框架的研发、设计、生产与销售业务，并置出原有的","1.82%","20250926"
"111","****","2025年9月21日晚公告，公司拟发行股份及支付现金收购兮璞","-13%","20250926"
"111","****","半导体硅片市占率第二","-9.99%","20250926"
"111","****","A股最大的参股上海微电子的企业，产业园区开发与股权投资并行发","-0.1%","20250926"
"111","****","公司测试机和分选机在核心性能指标上已达到国内领先、接近国外先","1.07%","20250926"
"111","****","全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制","-2.11%","20250926"
"111","****","以军工业务为主，在国防光电测控领域领先地位。大股东长春光机所","-1.75%","20250926"
"111","****","化工工程建设领域龙头企业","10.02%","20250929"
"111","****","国内汽车动力传动系统总成和零部件骨干企业，公司投资参股无锡泉","-7.31%","20250929"
"111","****","公司万向节全球规模领先，传动轴国内规模前三，国内配套市场占有","10%","20250929"
"111","****","公司跨境电商平台营收规模A股第二，采用“货找人”的商业模式开","-9.94%","20250929"
"111","****","化工工程建设领域龙头企业","10.02%","20250929"
"111","****","公司万向节全球规模领先，传动轴国内规模前三，国内配套市场占有","10%","20250929"
"111","****","化工工程建设领域龙头企业","10.02%","20250929"
"111","****","公司万向节全球规模领先，传动轴国内规模前三，国内配套市场占有","10%","20250929"
"111","****","“现金奶牛”收益稳健，数据资源入表带来估值提升空间","-0.15%","20250929"
"111","****","半导体硅片市占率第二","1.35%","20250929"
"111","****","公司是全球网络规模第一、客户规模第一、收入规模第一的通信信息","-0.49%","20250929"
"111","****","全球A1服务器代工市占率第一，35%-40%。全球唯一具备","2.64%","20250929"
"111","****","科创板AI芯片第一股","-1.16%","20250929"
"111","****","1.6T上量将进一步提升盈利，光模块全球最佳交付者地位不变","0.74%","20250929"
"111","****","800G、1.6T模块加速释放","3.82%","20250929"
"111","****","胜宏科技在AIPCB市场已是全球领军","1.89%","20250929"
"111","****","仕佳光子PLC分路器芯片全球市场占有率第二。国内稀缺的同时具","1.48%","20250929"
"111","****","鼎芯光电建成国内稀缺的IDM激光器芯片工厂，100GEM","0.81%","20250929"
"111","****","800G、1.6T模块加速释放","3.82%","20250929"
"111","****","胜宏科技在AIPCB市场已是全球领军","1.89%","20250929"
"111","****","国内领先的半导体分立器件测试系统供应商，半导体行业后道封装测","-3.11%","20250929"
"111","****","公司测试机和分选机在核心性能指标上已达到国内领先、接近国外先","8.91%","20250929"
"111","****","半导体测试分选机市占率全球第七","-1.12%","20250929"
"111","****","从事电线电缆、高分子材料、汽车充电设备的研发生产。超高压绝缘","1.92%","20250929"
"111","****","公司半导体设备覆盖品类A股第一，电感性等离子体刻蚀ICP设","1.37%","20250929"
"111","****","光伏ALD设备龙头企业，半导体ALD设备关键指标已实现对国际","7.1%","20250929"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","-0.22%","20250929"
"111","****","A股最大的参股上海微电子的企业，产业园区开发与股权投资并行发","-1.71%","20250929"
"111","****","以军工业务为主，在国防光电测控领域领先地位。大股东长春光机所","-0.14%","20250929"
"111","****","智能组装、监测设备供货苹果，苹果占公司营收40%；半导体检测","0.25%","20250929"
"111","****","半导体清洗设备全球第四，市占率8%，半导体电镀设备全球第三，","9.99%","20250929"
"111","****","离子注入设备国产领军者，公司多元化，切入铋产业","8.99%","20250929"
"111","****","公司测试机和分选机在核心性能指标上已达到国内领先、接近国外先","8.91%","20250929"
"111","****","半导体测试系统国际领先，模拟芯片行业市占率高，8600数字测","2.17%","20250929"
"111","****","国内探针台龙头","-1.19%","20250929"
"111","****","半导体测试分选机市占率全球第七","-1.12%","20250929"
"111","****","国内领先的半导体分立器件测试系统供应商，半导体行业后道封装测","-3.11%","20250929"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","5%","20250929"
"111","****","外销为主的笔记本、平板电脑等消费电子产品ODM厂商","0%","20250929"
"111","****","以吻合器为代表的外科手术医疗器械生产商","4.86%","20250929"
"111","****","全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制","8.07%","20250929"
"111","****","公司发货量有望达到40-50GWh","4.76%","20250929"
"111","****","UPS亚太地区市占率第三，12%；深度布局数据中心UPS、H","0.05%","20250929"
"111","****","公司发货量有望达到40-50GWh","4.76%","20250929"
"111","****","UPS亚太地区市占率第三，12%；深度布局数据中心UPS、H","0.05%","20250929"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","1.06%","20250929"
"111","****","2025年出海销量持续超预期","1.23%","20250929"
"111","****","化工工程建设领域龙头企业","10.02%","20250929"
"111","****","燃气射钉枪细分领域国内龙头","0.31%","20250929"
"111","****","2021-2024年连续4年储能电池出货量排名全球第一，全","4.46%","20250929"
"111","****","消费电子电池、动力电池、储能电池头部企业","8.3%","20250929"
"111","****","国内领先的IC载板、半导体测试板供应商","0.58%","20250929"
"111","****","通信PCB全球市占率第二，3.1%。主营印制电路板、封装基板","7.14%","20250929"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","3.64%","20250929"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","5.85%","20250929"
"111","****","中国大陆领先的存储芯片设计公司，中小型NOR、NAND闪存市","5.4%","20250929"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","2.73%","20250929"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","8.23%","20250929"
"111","****","集成电路封装测试服务提供商，深度绑定AMD","1.25%","20250929"
